microcode;ufname;microname;brancos10;nulos10;pt10;uteis10;brancos14;nulos14;pt14;uteis14;brancos18;nulos18;pt18;novo18;mdb18;psl18;uteis18
26018;PE;Suape;  7731; 11216;  94901; 146411; 10487;  8318;  70583; 160661;  5904; 21688;  87733;   746;  982;  41781; 161238
26019;PE;Fernando de Noronha;    72;   127;    835;   1432;   101;   103;    562;   1437;    71;   165;    486;    31;   15;    763;   1744
27001;AL;Serrana do Sertão Alagoano;  1068;  5252;  33563;  39501;  1020;  4120;  33382;  40062;   715;  2599;  34370;   123; 1656;   3761;  43997
27002;AL;Alagoana do Sertão do São Francisco;  1043;  3727;  29090;  36200;   949;  3364;  31899;  39900;   602;  2304;  32181;   179; 1320;   5084;  43652
27003;AL;Santana do Ipanema;  1845;  8703;  53870;  76814;  1892;  7039;  57866;  78270;  1431;  5279;  60543;   429; 2698;  12131;  85126
27004;AL;Batalha;  1228;  4641;  29236;  44557;  1208;  4291;  28993;  44996;   800;  3083;  32797;   299; 1512;   9506;  49486
27005;AL;Palmeira dos Índios;  3158;  9923;  52461;  84117;  3511;  8549;  55469;  84707;  2364;  6902;  56105;   509; 2995;  19686;  90981
27006;AL;Arapiraca;  7157; 18154; 107569; 177451;  7892; 16721; 111604; 188030;  5753; 12648; 106855;  1283; 6070;  56563; 207453
27007;AL;Traipu;   671;  2111;  11682;  16605;   495;  1638;  13056;  17106;   373;  1054;  13710;    43;  672;   2497;  18725
27008;AL;Serrana dos Quilombos;  2951;  7954;  42049;  68218;  3558;  7315;  35157;  67174;  2251;  5598;  40651;   295; 2213;  20683;  73216
27009;AL;Mata Alagoana;  6596; 15924;  68303; 136352;  7604; 13697;  60288; 135082;  5225; 10808;  72515;   414; 5064;  46382; 145854
27010;AL;Litoral Norte Alagoano;  2264;  3166;  14252;  29710;  2133;  2844;  10971;  31543;  1464;  2997;  13799;   124; 1018;  14322;  33934
27011;AL;Maceió; 21274; 34837; 176278; 505719; 28733; 40556; 173878; 429755; 19809; 44045; 129170;  7124;12726; 277885; 553632
27012;AL;São Miguel dos Campos;  5522; 12359;  59058; 122601;  6173; 11155;  54139; 122333;  4069; 10085;  58475;   706; 4310;  45072; 129544
27013;AL;Penedo;  3044;  5193;  32433;  56234;  3022;  4945;  37107;  56508;  1836;  3663;  36076;   169; 1641;  14783;  60146
28001;SE;Sergipana do Sertão do São Francisco;  2615;  6805;  47330;  79612;  2864;  6118;  61545;  87128;  2169;  7245;  63645;   265;  508;  13765;  91619
28002;SE;Carira;  1350;  3743;  20526;  38690;  1520;  3314;  25038;  41117;  1129;  3981;  23669;   181;  269;   8873;  41149
28003;SE;Nossa Senhora das Dores;  1865;  3484;  16880;  34900;  1780;  3004;  23726;  37270;  1168;  3875;  24075;   142;  203;   8274;  38874
28004;SE;Agreste de Itabaiana;  3426;  7386;  42091;  86271;  3809;  7291;  48232;  88909;  2829; 10167;  44734;   613;  675;  22828;  90723
28005;SE;Tobias Barreto;  2483;  5574;  36628;  59336;  2072;  5025;  39821;  63316;  1551;  6348;  39713;   450;  470;  11680;  66089
28006;SE;Agreste de Lagarto;  2854;  4800;  30027;  58176;  3279;  5868;  38272;  60717;  1867;  7143;  37234;   362;  507;  13475;  63747
28007;SE;Propriá;  2341;  3712;  27839;  51280;  2036;  3476;  34916;  52714;  1302;  4378;  33445;   226;  329;  11043;  52266
28008;SE;Cotinguiba;  1418;  2170;  11767;  24026;  1608;  2351;  15830;  25490;   941;  3210;  16095;   118;  210;   5830;  26366
28009;SE;Japaratuba;  1398;  2438;  18027;  30866;  1420;  2194;  21966;  32284;   886;  2913;  22129;    83;  234;   5792;  33103
28010;SE;Baixo Cotinguiba;  2414;  3731;  26973;  49458;  3107;  4471;  30226;  50421;  1604;  5554;  32744;   182;  411;  11658;  52999
28011;SE;Aracaju; 14430; 22810; 145383; 408014; 18678; 28273; 169006; 327579; 12418; 38458; 138553;  6032; 3812; 165225; 430026
28012;SE;Boquim;  3405;  6772;  48581;  80566;  3704;  6963;  51910;  81898;  2270;  8028;  53991;   321;  624;  18052;  85779
28013;SE;Estância;  3055;  5136;  34750;  62059;  3737;  5245;  41252;  62914;  1990;  6496;  41207;   217;  532;  13815;  67640
29001;BA;Barreiras;  2954;  8678;  81933; 122469;  3962;  8370;  85653; 140766;  3117; 10188;  83702;  1270;  753;  58747; 161674
29002;BA;Cotegipe;  1294;  6141;  44222;  57463;  1233;  4492;  48816;  61115;  1190;  4019;  48379;   120;  198;  10631;  64304
29003;BA;Santa Maria da Vitória;  2157;  9160;  62775;  88868;  2199;  7351;  65756;  94286;  1914;  8302;  66888;   407;  328;  21232;  97280
29004;BA;Juazeiro;  4002; 16512; 157847; 217861;  4112; 13862; 175408; 242362;  3824; 16461; 173200;   813;  632;  49942; 253844
29005;BA;Paulo Afonso;  1658;  7101;  62910;  80266;  2054;  5552;  66673;  86640;  1289;  5342;  64170;   403;  197;  14686;  90678
29006;BA;Barra;  1157;  8522;  57884;  77861;  1200;  6825;  63043;  83824;  1072;  5874;  66138;   209;  267;  13983;  88765
29007;BA;Bom Jesus da Lapa;  1512;  6743;  55178;  76839;  1490;  4887;  64917;  82662;  1288;  5198;  63495;   157;  191;  14331;  86270
29008;BA;Senhor do Bonfim;  4399; 12859;  81790; 133758;  3915; 11010;  96324; 142380;  3707; 12415;  97128;   384;  402;  28926; 147616
29009;BA;Irecê;  4117; 15416; 133754; 179736;  4015; 11604; 152777; 194518;  2968; 11953; 155271;   479;  483;  28147; 210815
29010;BA;Jacobina;  4234; 16451; 100473; 149039;  3850; 13882; 106543; 155236;  3338; 15247; 110925;   596;  646;  31409; 165000
29011;BA;Itaberaba;  3439; 12968;  76421; 109968;  3411; 11062;  78193; 113643;  2397; 12539;  81528;   309;  528;  20472; 117278
29012;BA;Feira de Santana; 15694; 36475; 266817; 499272; 15544; 32962; 318958; 454336; 12750; 56421; 325313;  2588; 2813; 139634; 558532
29013;BA;Jeremoabo;   909;  4910;  35137;  42926;   903;  4269;  36980;  45821;   742;  3140;  38170;   121;  143;   4870;  48397
29014;BA;Euclides da Cunha;  3559; 13663; 111315; 140720;  3188; 11511; 118639; 149194;  2691; 11274; 123023;   328;  355;  17418; 158239
29015;BA;Ribeira do Pombal;  4517; 15466; 106285; 144103;  4406; 12378; 114763; 153421;  3338; 12070; 118034;   454;  426;  22038; 164348
29016;BA;Serrinha;  5903; 18747; 146582; 211751;  5858; 17618; 156295; 227608;  4436; 21615; 159632;   803;  640;  42970; 238809
29017;BA;Alagoinhas;  4738; 11347;  96718; 149301;  6999; 12854;  90594; 154530;  4773; 16467;  96827;   517;  842;  33050; 158210
29018;BA;Entre Rios;  2095;  4824;  35326;  50451;  2492;  4981;  36128;  53809;  1441;  5518;  43021;   147;  226;   8901;  58711
29019;BA;Catu;  5340;  8326;  76938; 109961;  7461;  9728;  64806; 113097;  3748; 12696;  83777;   317;  500;  19834; 123521
29020;BA;Santo Antônio de Jesus;  9611; 20580; 190161; 280190; 10538; 20885; 197812; 294652;  6391; 25620; 214420;  1066; 1190;  57464; 310959
29021;BA;Salvador; 82783;123023; 938305;1696863; 98849;174520; 864494;1691684; 56180;219598; 894456; 20171;11472; 482446;1786026
29022;BA;Boquira;  1987;  8718;  68500;  87309;  2018;  7081;  68478;  91708;  1589;  7686;  71813;   354;  216;  13136;  96894
29023;BA;Seabra;  2920; 12348;  89635; 121136;  3149; 10574;  94155; 128112;  2519; 12299;  99946;   467;  356;  21147; 137916
29024;BA;Jequié;  6829; 24220; 156407; 241040;  8295; 21869; 157010; 251860;  5622; 26453; 162942;   862;  864;  60908; 262577
29025;BA;Livramento do Brumado;  1416;  4796;  36669;  47434;  1497;  3945;  37508;  49507;  1187;  4082;  37597;   242;  127;   7566;  51395
29026;BA;Guanambi;  4830; 18478; 126872; 178777;  4420; 15258; 143303; 196308;  3759; 16614; 143523;  1252;  501;  37454; 207715
29027;BA;Brumado;  2532; 13587;  80823; 113732;  2672; 10380;  80256; 123561;  2421; 11827;  83086;   585;  506;  26068; 128206
29028;BA;Vitória da Conquista;  7676; 28628; 152998; 283312;  5957; 19629; 170435; 256406;  7003; 29028; 181428;  2186; 1688;  84754; 327731
29029;BA;Itapetinga;  2377; 10904;  50196;  92632;  2160;  8323;  48577;  93958;  1997;  8690;  47989;   447;  720;  32947;  95340
29030;BA;Valença;  4707; 12186;  64794; 112736;  5076; 10966;  70194; 118419;  3405; 14376;  77962;   383;  554;  29766; 125462
29031;BA;Ilhéus-Itabuna; 12186; 38817; 261680; 470435; 13945; 36349; 249406; 472121;  9509; 43181; 251916;  2662; 2558; 148831; 481253
29032;BA;Porto Seguro;  8173; 26029; 178558; 316290; 11257; 25799; 169956; 337445;  8201; 31557; 176256;  2701; 1787; 141432; 365526
31001;MG;Unaí;  1939;  4215;  38676;  78613;  2029;  2830;  36941;  82257;  1942;  4261;  28020;  1653;  644;  40414;  82069
31002;MG;Paracatu;  4188;  5192;  62076; 118595;  4775;  4103;  64932; 123806;  4449;  8592;  37535;  4266;  903;  58820; 117252
31003;MG;Januária;  1850;  9919;  93500; 123424;  1962;  5862; 103441; 133478;  2037;  7163;  90200;  1225;  622;  27364; 134666
31004;MG;Janaúba;  2898; 10128;  88706; 127218;  3092;  6263; 100779; 136109;  2828;  9618;  73869;  2497;  671;  40001; 132727
31005;MG;Salinas;  2437; 11044;  61091; 102519;  2664;  7610;  64413; 108862;  2460;  9732;  53526;  2288;  689;  34951; 106674
31006;MG;Pirapora;  2437;  5634;  48880;  82290;  2806;  3983;  49948;  84415;  2307;  7667;  34228;  1905;  690;  31873;  79187
31007;MG;Montes Claros;  8755; 21062; 194162; 312243;  9818; 17740; 203638; 329853;  7989; 26317; 148224;  6550; 2254; 125524; 330334
31008;MG;Grão Mogol;   345;  1883;  15618;  20478;   344;  1296;  15676;  22471;   392;  1367;  14535;   190;  107;   4271;  21893
31009;MG;Bocaiúva;   828;  2671;  27366;  37257;   965;  1862;  26461;  38459;   737;  2166;  23034;   822;  248;   9590;  38377
31010;MG;Diamantina;  1369;  3400;  27580;  43826;  1435;  2676;  26037;  45696;  1345;  3780;  21696;  1039;  595;  12723;  44980
31011;MG;Capelinha;  2424;  7472;  56234;  86701;  2516;  4898;  58889;  92990;  2588;  7049;  52003;  2557;  482;  23041;  93437
31012;MG;Araçuaí;  1367;  6350;  46384;  68154;  1417;  4552;  46297;  69929;  1528;  5184;  42355;   662;  400;  17207;  69376
31013;MG;Pedra Azul;  1058;  4264;  23723;  39758;   969;  2592;  25562;  41152;   915;  2935;  21556;   448;  278;  12550;  40208
31014;MG;Almenara;  1546;  8805;  53767;  83661;  1619;  5828;  55079;  86291;  1461;  6149;  53863;   629;  416;  21121;  86130
31015;MG;Teófilo Otoni;  3847; 12295;  71546; 128213;  3918;  8936;  76154; 133858;  3306; 11128;  62220;  1934; 1052;  48355; 130969
31016;MG;Nanuque;  1408;  5132;  33958;  59350;  1470;  3402;  33092;  60017;  1237;  3714;  30431;   682;  410;  20213;  58766
31017;MG;Ituiutaba;  1878;  3437;  48944;  83018;  2337;  2409;  52096;  84743;  1704;  3850;  31941;  4337;  625;  33564;  81389
31018;MG;Uberlândia; 15038; 23273; 251710; 455000; 18185; 24386; 203526; 398800; 13627; 39014; 106982; 24054; 4229; 253419; 478034
31019;MG;Patrocínio;  4323;  5909;  61321; 113122;  5590;  5593;  55981; 113289;  4200;  8463;  29259;  5105;  910;  59288; 111762
31020;MG;Patos de Minas;  6547;  7076;  58068; 137982;  7883;  6953;  61299; 140222;  5992; 10554;  24896;  7175; 1247;  81349; 138892
31021;MG;Frutal;  2377;  4530;  54740;  99859;  3591;  3674;  53754; 102134;  2299;  5443;  34907;  3987;  485;  46281;  98751
31022;MG;Uberaba;  6466; 11050;  94460; 183081;  9243; 12557;  84646; 186245;  6026; 13391;  44173; 13134; 1845; 105914; 196236
31023;MG;Araxá;  3732;  5091;  51442; 115076;  4693;  5298;  47094; 117304;  3984;  7843;  28178;  8707;  919;  58776; 115481
31024;MG;Três Marias;  2180;  2629;  26911;  55102;  2385;  2271;  26291;  56912;  1946;  4574;  15774;  2390;  476;  26109;  53800
31025;MG;Curvelo;  2857;  3981;  46255;  83695;  3176;  3165;  44740;  84920;  3148;  6522;  30406;  2263; 1100;  32664;  80962
31026;MG;Bom Despacho;  4130;  4211;  36294;  94978;  5040;  4075;  27741;  97073;  4175;  6798;  14744;  5727;  920;  55916;  94525
31027;MG;Sete Lagoas; 11414; 11935; 108343; 225338; 13607; 14109;  90290; 230881; 10458; 21839;  48951;  7944; 3923; 122415; 229212
31028;MG;Conceição do Mato Dentro;  1381;  4743;  27893;  41693;  1706;  3596;  25811;  44214;  1464;  4519;  24744;   879;  384;  11177;  44719
31029;MG;Pará de Minas;  3408;  3803;  28064;  69166;  4781;  7468;  21551;  65634;  2838;  6293;   9599;  4359;  791;  41215;  68071
31030;MG;Belo Horizonte;119207;139621; 987100;2629123;120729;147983; 852453;2632896;103690;198313; 492535;106730;39917;1470446;2733289
31031;MG;Itabira;  8663; 13680; 109896; 222130; 10640; 14389; 102981; 227065;  8070; 23428;  69274;  9866; 2289;  92233; 219215
31032;MG;Itaguara;  2602;  2342;  20109;  39108;  2506;  2285;  16759;  41208;  2368;  4323;  10985;  1972;  426;  19315;  41206
31033;MG;Ouro Preto;  5147;  6527;  48035; 102708;  6283;  7695;  47449; 106366;  5133; 12948;  34898;  4345; 1244;  35723; 105872
31034;MG;Conselheiro Lafaiete;  7985;  8617;  69187; 146143;  8628; 10318;  68225; 150597;  6696; 15822;  38988;  7570; 1572;  66222; 149328
31035;MG;Guanhães;  2172;  6660;  37374;  64892;  2621;  4936;  37774;  67843;  2205;  6862;  31431;  1682;  578;  22021;  65979
31036;MG;Peçanha;   982;  4031;  26218;  38605;   885;  2567;  24822;  40373;   877;  2952;  21945;   588;  350;  11664;  40129
31037;MG;Governador Valadares;  7295; 13831;  96097; 219399;  6849; 10459; 110860; 228903;  6702; 14019;  67151;  4504; 2321; 120587; 220764
31038;MG;Mantena;  1127;  2952;  16260;  33302;   971;  1642;  20519;  36300;   767;  2012;  12847;   571;  303;  17661;  35279
31039;MG;Ipatinga; 10889; 14932; 127037; 285845; 12155; 14895; 116224; 290851;  7784; 18854;  59998;  7702; 2035; 172843; 285828
31040;MG;Caratinga;  4205;  9384;  72773; 138790;  4778;  7868;  75237; 144766;  3874; 10446;  46902;  3026; 1558;  67713; 139651
31041;MG;Aimorés;  2376;  5296;  38490;  83621;  2510;  3831;  44147;  86018;  1978;  4459;  28760;  1497;  873;  42481;  83448
31042;MG;PiŒí;  2002;  2418;  22444;  48398;  1893;  2061;  20260;  49586;  1778;  3413;  11586;  2819;  346;  23475;  46257
31043;MG;Divinópolis; 14138; 13432; 115537; 265651; 16645; 18381;  88108; 270300; 12427; 21836;  42195; 16741; 2895; 165691; 277749
31044;MG;Formiga;  4718;  4736;  39916;  93095;  5311;  5190;  35808;  94075;  4388;  9669;  16695;  7541;  796;  45821;  88831
31045;MG;Campo Belo;  3069;  3786;  31810;  63775;  3797;  3738;  30642;  63898;  3159;  6864;  13879;  2681;  497;  32896;  59388
31046;MG;Oliveira;  3561;  3900;  35910;  75170;  3997;  3960;  31885;  76768;  3735;  7267;  20347;  3785;  680;  32544;  74011
31047;MG;Passos;  4292;  6353;  65713; 130178;  4832;  5187;  58731; 134000;  4688;  9216;  29349;  6766;  920;  65740; 125821
31048;MG;São Sebastião do Paraíso;  6205;  8402;  65732; 149669;  6513;  7741;  65309; 152771;  5658; 11353;  33878; 10610; 1068;  69965; 145322
31049;MG;Alfenas;  4295;  5410;  49294; 130919;  4969;  4752;  51723; 134242;  4648;  7749;  28872;  5167;  926;  72476; 131330
31050;MG;Varginha;  8866; 11375;  88649; 252836; 10476; 10413;  94967; 256743; 11151; 17032;  53407; 12133; 2698; 135845; 250582
31051;MG;Poços de Caldas;  6907;  9083;  66753; 193190;  7597;  9392;  61933; 197269;  6616; 12586;  27331; 10565; 1672; 111306; 190768
31052;MG;Pouso Alegre;  7152;  9019;  73280; 185108;  7678;  8767;  63273; 196162;  7382; 14930;  32650; 12668; 1439; 110076; 194906
31053;MG;Santa Rita do Sapucaí;  2953;  3646;  26648;  83279;  3029;  3171;  25663;  86847;  3304;  5903;  13998;  5819;  754;  45827;  84026
31054;MG;São Lourenço;  4314;  6108;  39819; 123188;  4455;  6074;  39486; 124478;  4383;  9106;  21665;  5076; 1162;  65440; 121023
31055;MG;Andrelândia;  1512;  2911;  20384;  44366;  1554;  2382;  20251;  44961;  1549;  3746;  12845;  1439;  334;  18914;  43255
31056;MG;Itajubá;  3878;  4857;  37099; 114108;  4163;  5069;  32719; 115801;  3468;  7435;  15641;  5789; 1040;  67784; 113888
31057;MG;Lavras;  3773;  4782;  33938;  85514;  4495;  5486;  29648;  86548;  4039;  8973;  16580;  3323;  794;  42653;  83535
31058;MG;São João Del Rei;  5795;  5824;  44036; 109323;  5297;  5957;  40376; 111647;  5248; 11356;  21702;  3420; 1116;  49242; 105577
31059;MG;Barbacena;  6621;  8940;  70702; 128788;  6864; 10363;  71932; 130758;  5532; 14015;  45474;  4484; 1016;  53646; 128987
31060;MG;Ponte Nova;  4039;  7344;  59827; 106787;  3758;  5609;  66181; 110032;  3405;  8815;  49910;  2362;  860;  32054; 105503
31061;MG;Manhuaçu;  5091;  9573;  66534; 146248;  5486;  7504;  88030; 155374;  4401;  9846;  58519;  4058; 1437;  67538; 155445
31062;MG;Viçosa;  6213;  9603;  74555; 124514;  6177;  7597;  75458; 130877;  5512; 10753;  57251;  3809;  853;  37570; 127270
31063;MG;Muriaé;  4867; 10092;  82836; 155445;  5114;  8255;  91806; 159028;  3903; 11210;  58302;  3240; 1132;  66822; 155575
31064;MG;Ubá;  6278;  9007;  85191; 152139;  6953;  7757;  76663; 155716;  5087; 11637;  47964;  6302; 1013;  67341; 152435
31065;MG;Juiz de Fora; 16847; 28048; 210230; 420868; 19532; 31969; 194847; 419455; 13563; 31881; 114131; 12903; 3979; 182649; 421748
31066;MG;Cataguases;  4005;  6730;  74274; 129956;  4439;  6119;  75559; 129018;  3409;  8054;  46223;  3373;  791;  49718; 125615
32001;ES;Barra de São Francisco;  1079;  3396;  23044;  48233;  1153;  2322;  28464;  51633;  1073;  2934;  19936;   671;  325;  24209;  51014
32002;ES;Nova Venécia;  1905;  3371;  36607;  71628;  2316;  2778;  37444;  74100;  1734;  4105;  27977;  1315;  517;  34397;  73086
32003;ES;Colatina;  3927;  5876;  41557; 114324;  4520;  5557;  40489; 115467;  3410;  6652;  28399;  2538; 1065;  68306; 116336
32004;ES;Montanha;   655;  2000;  14186;  28662;   891;  1600;  15617;  29713;   679;  1815;  15006;   333;  141;  10861;  29843
32005;ES;São Mateus;  2367;  5296;  49771;  92100;  3573;  4673;  46570;  95494;  2674;  5875;  40732;  1251;  755;  41220;  98635
32006;ES;Linhares;  6372; 10100;  62985; 165437;  8499; 10501;  52601; 169849;  6327; 12769;  45393;  3806; 1639;  98427; 176698
32007;ES;Afonso Cláudio;  3248;  4693;  25755;  77538;  3376;  3926;  21426;  78790;  3072;  5760;  15144;  1835;  852;  47317;  78933
32008;ES;Santa Teresa;  2444;  3362;  27467;  63775;  2565;  3090;  21927;  65057;  2225;  4546;  14097;  1455;  606;  38049;  64872
32009;ES;Vitória; 25319; 34544; 295300; 844957; 37284; 39354; 258540; 865192; 25837; 44058; 201477; 23873;12138; 493900; 921346
32010;ES;Guarapari;  3879;  5152;  34733; 105380;  4961;  5673;  28155; 111197;  3837;  7099;  21023;  2611; 1411;  72227; 116262
32011;ES;Alegre;  3021;  6217;  30381;  86843;  3439;  5372;  30204;  85889;  3209;  5736;  20076;  1285;  706;  47194;  86115
32012;ES;Cachoeiro de Itapemirim;  7075;  8490;  60152; 183883;  7636;  8789;  57486; 185040;  6598;  9711;  34774;  2777; 1690; 113727; 183582
32013;ES;Itapemirim;  1278;  2088;  15479;  43131;  1333;  1847;  14916;  45798;  1235;  2141;  11834;   556;  387;  32297;  52426
33001;RJ;Itaperuna;  3926;  8240;  37375; 108364;  3933;  8214;  40205; 108257;  2875;  7627;  22012;  1310;  981;  65430; 108373
33002;RJ;Santo Antônio de Pádua;  2878;  5457;  25706;  70194;  2636;  5741;  29029;  71508;  1851;  5581;  14241;   756;  626;  43641;  71505
33003;RJ;Campos dos Goytacazes; 16785; 25985; 116435; 312641; 19426; 28010; 112947; 282562; 14062; 33020;  53403;  2907; 3301; 177228; 313142
33004;RJ;Macaé;  5227;  7712;  53729; 128047;  7732; 11293;  47711; 132551;  5048; 10261;  26639;  2380; 1058;  76820; 139887
33005;RJ;Três Rios;  3338;  6363;  39305;  92171;  4431;  7295;  37000;  91291;  3151;  7570;  19555;  1722; 1286;  45685;  90253
33006;RJ;Cantagalo-Cordeiro;  1261;  3146;  15769;  38415;  1412;  3622;  13913;  38071;  1078;  3593;   7911;   606;  372;  20338;  37269
33007;RJ;Nova Friburgo;  7038; 12197;  43834; 136163;  7706; 16368;  35865; 127617;  5223; 13614;  15290;  2751; 1044;  80860; 131018
33008;RJ;Santa Maria Madalena;   636;  1883;   7749;  16971;   661;  1728;   6956;  16909;   536;  2101;   4500;   157;  195;   8429;  16254
33009;RJ;Bacia de São João;  2643;  4828;  26721;  75227;  4048;  7206;  24975;  85085;  2175;  6226;  10809;  1345;  651;  61100;  92255
33010;RJ;Lagos;  9636; 17809;  90332; 277726; 13111; 23642;  83617; 290668;  8630; 19516;  33282;  2940; 2582; 215178; 313823
33011;RJ;Vale do Paraíba Fluminense; 12845; 23106; 169163; 402174; 15713; 27377; 140927; 404442; 12075; 26848;  73606;  8000; 3843; 230395; 402661
33012;RJ;Barra do Piraí;  3092;  6200;  46750; 101112;  4149;  7441;  37162;  97467;  3605;  7920;  20394;  1568; 1565;  47774;  92664
33013;RJ;Baía da Ilha Grande;  3692;  5072;  37379;  82780;  5782;  8310;  37327; 102047;  3095;  7094;  15946;  1435;  730;  71488; 108038
33014;RJ;Vassouras;  2891;  6366;  36043;  95223;  3508;  7218;  33481;  95278;  2831;  6906;  15755;  1180; 1029;  54940;  94190
33015;RJ;Serrana; 12496; 19825;  73602; 274558; 11897; 20075;  60869; 224811;  9647; 22364;  23039;  7440; 3107; 170706; 262259
33016;RJ;Macacu-Caceribu;  2498;  4593;  25564;  62299;  3075;  5221;  23593;  63232;  2093;  4831;  10627;   609;  512;  38794;  63460
33017;RJ;Itaguaí;  4801;  7268;  53359; 116672;  6193;  9276;  47066; 123871;  3956;  8510;  17626;   957; 1126;  84672; 127683
33018;RJ;Rio de Janeiro;271878;492154;2835388;6136708;344377;674879;2159093;5850665;200674;460000; 870790;101145;53325;3614257;6078659
35001;SP;Jales;  4177;  3171;  37892;  90630;  4607;  4055;  29416;  90673;  3046;  6254;  15515;  3415;  982;  50349;  87028
35002;SP;Fernandópolis;  2349;  2058;  29725;  62210;  2998;  2675;  22731;  61696;  1907;  3983;  10977;  2330;  474;  33368;  58486
35003;SP;Votuporanga;  2955;  2950;  27457;  82101;  3585;  3784;  20344;  82902;  2548;  5163;  11882;  2563;  697;  48332;  79889
35004;SP;São José do Rio Preto; 16077; 16977; 148302; 429599; 20286; 21572; 105012; 413234; 14442; 26232;  50192; 18907; 4083; 270203; 435110
35005;SP;Catanduva;  5729;  5442;  43748; 124454;  6624;  7373;  25968; 123945;  4690;  9645;  16601;  5113; 1230;  77579; 124377
35006;SP;Auriflama;  1124;   957;  13908;  28240;  1303;  1081;   9544;  27972;   766;  1512;   5852;   848;  194;  13983;  26255
35007;SP;Nhandeara;  2113;  1406;  14172;  38203;  2174;  1761;   8490;  38244;  1520;  2492;   5384;  1393;  291;  21918;  36635
35008;SP;Novo Horizonte;  2253;  1664;  14547;  45785;  2302;  1803;   9574;  46119;  1723;  2737;   5299;  1349;  350;  29398;  45157
35009;SP;Barretos;  2506;  2609;  27196;  76918;  3418;  3685;  19792;  73841;  2590;  4288;  10102;  2907;  779;  41042;  69848
35010;SP;São Joaquim da Barra;  4579;  4482;  45544; 118829;  5646;  4964;  35511; 116676;  4212;  7599;  19689;  4085; 1187;  61077; 108618
35011;SP;Ituverava;  1965;  1859;  23286;  53457;  2569;  2245;  17676;  51045;  1709;  2817;  10481;  2077;  498;  25912;  48567
35012;SP;Franca;  6434;  6971;  76608; 218520;  5399;  4894;  52776; 131031;  6688; 11506;  29201;  9866; 2110; 126645; 216405
35013;SP;Jaboticabal; 11247;  8735;  75451; 226525; 12302; 10077;  54334; 222683;  8797; 12170;  28664;  7912; 2646; 129003; 213743
35014;SP;Ribeirão Preto; 23112; 29103; 179030; 533073; 28290; 37156; 114475; 497647; 19548; 39681;  69426; 24493; 6727; 309484; 534373
35015;SP;Batatais;  2570;  2576;  21271;  61309;  3414;  3242;  16221;  59971;  2455;  4301;   8714;  2348;  883;  29561;  57093
35016;SP;Andradina;  3731;  4042;  42830;  97853;  4857;  5065;  33009; 101589;  3508;  6372;  19863;  2445;  943;  54269;  97300
35017;SP;Araçatuba;  4182;  5278;  46930; 142216;  5039;  5852;  37088; 144704;  3771;  6722;  17875;  4328; 1420;  92453; 141145
35018;SP;Birigui;  5880;  6449;  49309; 143516;  7310;  8011;  34441; 143997;  4657;  9167;  19786;  3953; 1265;  95635; 145508
35019;SP;Lins;  3809;  3327;  33231;  89432;  4630;  4162;  20670;  87695;  3256;  5031;  11647;  2084;  961;  55126;  85713
35020;SP;Bauru; 12263; 13335;  98682; 309128; 16473; 17664;  74795; 309276; 11793; 18235;  37063; 11734; 3903; 189850; 315974
35021;SP;Jaú;  9637;  7888;  58366; 194734; 12542; 10527;  33683; 190318;  8378; 11736;  17920;  7091; 2764; 125118; 192632
35022;SP;Avaré;  3891;  3990;  32340;  94759;  5386;  4909;  22578;  95297;  4215;  6484;  13458;  2871; 1216;  52722;  95182
35023;SP;Botucatu;  5158;  6081;  33458; 111881;  6182;  7786;  22064; 113181;  4658;  9190;  12764;  4851; 1336;  69242; 119500
35024;SP;Araraquara; 12244; 13128; 108496; 283857; 16130; 18343;  79645; 278187; 10928; 22638;  48680; 10738; 3005; 145706; 273556
35025;SP;São Carlos;  7702;  8762;  46405; 176525;  9549; 12365;  37681; 175340;  7532; 15807;  22087;  6363; 1899;  95770; 174941
35026;SP;Rio Claro;  5696;  7273;  36497; 132529;  6734;  8935;  23118; 133128;  4640;  9331;  12370;  4895; 1823;  88458; 135569
35027;SP;Limeira; 15315; 14757; 105543; 322848; 19076; 19325;  65237; 326838; 12285; 20668;  33760; 12279; 3057; 227693; 336882
35028;SP;Piracicaba; 13257; 13125;  81862; 314343; 12024; 11096;  50960; 212292; 11200; 18830;  30949; 13534; 2742; 209174; 321588
35029;SP;Pirassununga;  4697;  4263;  29724; 101684;  5734;  5512;  19076; 101667;  4026;  6701;   9735;  3523; 1433;  64566; 100669
35030;SP;São João da Boa Vista; 10426;  9477;  64187; 235647; 13697; 12125;  53331; 230420; 10068; 15512;  22408;  9311; 3100; 127689; 219608
35031;SP;Moji-Mirim;  7794;  7380;  55859; 167619; 14919; 13435;  44224; 214583;  8895; 14611;  21107;  9090; 2194; 144743; 220630
35032;SP;Campinas; 56639; 63011; 583263;1435738; 83366; 88364; 391931;1337675; 48674; 98567; 227987; 76025;14235; 895349;1520951
35033;SP;Amparo;  3857;  4769;  24679; 102213;  4796;  5484;  17549; 102941;  3217;  6465;   7945;  4638;  950;  66684; 102348
35034;SP;Dracena;  2097;  1862;  27000;  66044;  2863;  2212;  20197;  66912;  2189;  3779;  11037;  1679;  459;  38980;  64968
35035;SP;Adamantina;  3566;  3149;  32061;  88092;  4300;  3579;  21879;  85099;  3077;  4997;  11139;  1991;  658;  51092;  81385
